assembly_id_simp,Contig_number,assembly_id,assembly_name,organism_name,organism_name_breed,strain,cultivar,ecotype,isolate,annotation_name,seq_length,assembly_level,release_date,wgs_project,contig_n50,scaffold_n50,sequencing_tech,submitter,bioproject,biosample,genes,protein_coding_genes,pseudogenes,checkM_marker_set,checkM_completeness,checkM_contamination,genome_id,phylogroup,assembly_ID
GCA_013395855,82,GCA_013395855.1,ASM1339585v1,Escherichia coli,NA,KSA30R-B,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4589072,Scaffold,2020-07-10T00:00:00Z,NA,136358,150543,Illumina NovaSeq,University of Bern,PRJNA603904,SAMN13944166,4433,4206,129,Escherichia coli,98.45,0.18,GCA_013395855.1_ASM1339585v1_genomic,A,NA
GCA_014169855,3,GCA_014169855.1,ASM1416985v1,Escherichia coli,NA,WP9-S17-ESBL-11,NA,NA,NA,"Annotation submitted by Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases",5441804,Complete Genome,2020-07-21T00:00:00Z,NA,5232187,5232187,Sequel; NextSeq 500,"Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases",PRJDB6962,SAMD00194670,5165,5059,NA,Escherichia coli,99.34,0.8,GCA_014169855.1_ASM1416985v1_genomic,D,NA
GCA_016780285,1,GCA_016780285.1,ASM1678028v1,Escherichia coli,NA,RIVM_C011532,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4884056,Complete Genome,2021-02-01T00:00:00Z,NA,4884056,4884056,Oxford Nanopore MiniION,Dutch CPE surveillance Study Group,PRJNA691727,SAMN17373164,4706,4396,193,Escherichia coli,98.4,0.34,GCA_016780285.1_ASM1678028v1_genomic,A,NA
GCA_014863665,1,GCA_014863665.1,ASM1486366v1,Escherichia coli,NA,AML001_ev01,NA,NA,NA,NA,4632668,Complete Genome,2020-10-08T00:00:00Z,NA,4632668,4632668,Illumina NextSeq,Boston University,PRJNA666010,SAMN16090672,NA,NA,NA,Escherichia coli,99.08,0.15,GCA_014863665.1_ASM1486366v1_genomic,A,NA
GCA_017164915,2,GCA_017164915.1,ASM1716491v1,Escherichia coli O157:H7,NA,Z1825,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5641483,Complete Genome,2021-03-04T00:00:00Z,NA,5544976,5544976,PacBio RSII,United State Department of Agriculture,PRJNA666790,SAMN16327608,5610,5236,237,Escherichia coli,99.24,0.15,GCA_017164915.1_ASM1716491v1_genomic,E,NA
GCA_015290725,3,GCA_015290725.1,ASM1529072v1,Escherichia coli,NA,25DN,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5159456,Complete Genome,2020-11-09T00:00:00Z,NA,5132098,5132098,BGI,Shandong First Medical University,PRJNA673751,SAMN16622485,4935,4562,258,Escherichia coli,98.18,0.53,GCA_015290725.1_ASM1529072v1_genomic,B2,NA
GCA_013167315,4,GCA_013167315.1,ASM1316731v1,Escherichia coli O157:H7,NA,SS NE 1040-1,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5630167,Complete Genome,2020-05-26T00:00:00Z,NA,5492443,5492443,PacBio RSII,United State Department of Agriculture,PRJNA528413,SAMN05360230,5796,5401,262,Escherichia coli,99.4,0.15,GCA_013167315.1_ASM1316731v1_genomic,E,NA
GCA_013374275,4,GCA_013374275.1,ASM1337427v1,Escherichia coli,NA,YJ3,NA,NA,NA,NA,5071931,Complete Genome,2020-06-17T00:00:00Z,NA,4823608,4823608,GridION; Illumina MiSeq,Osaka University,PRJDB5126,SAMD00157544,NA,NA,NA,Escherichia coli,98.02,0.88,GCA_013374275.1_ASM1337427v1_genomic,A,NA
GCA_014168955,4,GCA_014168955.1,ASM1416895v1,Escherichia coli,NA,WP3-S18-ESBL-08,NA,NA,NA,"Annotation submitted by Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases",5064465,Complete Genome,2020-07-21T00:00:00Z,NA,4949344,4949344,Sequel; NextSeq 500,"Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases",PRJDB6962,SAMD00194427,4853,4747,NA,Escherichia coli,98.78,0.18,GCA_014168955.1_ASM1416895v1_genomic,B2,NA
GCA_013424805,151,GCA_013424805.1,ASM1342480v1,Escherichia coli,NA,PE01_373,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4973828,Scaffold,2020-07-19T00:00:00Z,NA,101244,101244,Illumina MiSeq,Universidad Peruana Cayetano Heredia,PRJNA633873,SAMN15515964,4914,4631,176,Escherichia coli,98.69,0.8,GCA_013424805.1_ASM1342480v1_genomic,B1,NA
GCA_013424685,89,GCA_013424685.1,ASM1342468v1,Escherichia coli,NA,PE01_628,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5046254,Scaffold,2020-07-19T00:00:00Z,NA,165821,202767,Illumina MiSeq,Universidad Peruana Cayetano Heredia,PRJNA633873,SAMN15515980,4943,4730,101,Escherichia coli,99.51,0.25,GCA_013424685.1_ASM1342468v1_genomic,D,NA
GCA_013374295,5,GCA_013374295.2,ASM1337429v2,Escherichia coli,NA,YJ4,NA,NA,NA,NA,5138997,Complete Genome,2021-03-03T00:00:00Z,NA,4824195,4824195,MinION; Illumina MiSeq,Osaka University,PRJDB5126,SAMD00157545,NA,NA,NA,Escherichia coli,98.34,0.31,GCA_013374295.2_ASM1337429v2_genomic,A,NA
GCA_015547235,76,GCA_015547235.1,ASM1554723v1,Escherichia coli,NA,BSD2780120874b_170522_F6,NA,NA,NA,NA,4889546,Scaffold,2020-11-17T00:00:00Z,NA,135519,147449,Illumina HiSeq,Icahn School of Medicine at Mount Sinai,PRJNA637878,SAMN15532858,NA,NA,NA,Escherichia coli,99.56,0.48,GCA_015547235.1_ASM1554723v1_genomic,B1,NA
GCA_014169095,5,GCA_014169095.1,ASM1416909v1,Escherichia coli,NA,WP4-W18-ESBL-08,NA,NA,NA,"Annotation submitted by Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases",5212262,Complete Genome,2020-07-21T00:00:00Z,NA,4972339,4972339,Sequel; NextSeq 500,"Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases",PRJDB6962,SAMD00194467,4997,4894,NA,Escherichia coli,99.02,0.59,GCA_014169095.1_ASM1416909v1_genomic,B2,NA
GCA_019269395,1,GCA_019269395.1,ASM1926939v1,Escherichia coli,NA,Colony253,NA,NA,NA,NA,4733683,Chromosome,2021-07-19T00:00:00Z,NA,87664,4733683,Illumina HiSeq,Ministry of Public Health-Thailand,PRJNA668870,SAMN17771336,NA,NA,NA,Escherichia coli,97.41,0.15,GCA_019269395.1_ASM1926939v1_genomic,A,NA
GCA_019219285,148,GCA_019219285.1,ASM1921928v1,Escherichia coli,NA,WF90-1,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4779571,Scaffold,2021-07-14T00:00:00Z,NA,100688,100688,Illumina HiSeq,SCAU,PRJNA743422,SAMN20033695,4782,4464,205,Escherichia coli,98.43,0.35,GCA_019219285.1_ASM1921928v1_genomic,A,NA
GCA_014169895,3,GCA_014169895.1,ASM1416989v1,Escherichia coli,NA,BEC1-S17-ESBL-07,NA,NA,NA,"Annotation submitted by Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases",4774704,Complete Genome,2020-07-21T00:00:00Z,NA,4665448,4665448,Sequel; NextSeq 500,"Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases",PRJDB6962,SAMD00194704,4521,4416,NA,Escherichia coli,99.56,0.27,GCA_014169895.1_ASM1416989v1_genomic,B1,NA
GCA_014075795,4,GCA_014075795.1,ASM1407579v1,Escherichia coli,NA,58-3,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4739166,Complete Genome,2020-08-05T00:00:00Z,NA,4688561,4688561,Oxford Nanopore MiniION,China Agricutual University,PRJNA610125,SAMN14278029,4564,4235,211,Escherichia coli,98.22,0.25,GCA_014075795.1_ASM1407579v1_genomic,A,NA
GCA_019219585,158,GCA_019219585.1,ASM1921958v1,Escherichia coli,NA,YC113,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5034191,Scaffold,2021-07-14T00:00:00Z,NA,128768,138409,Illumina HiSeq,SCAU,PRJNA743422,SAMN20033681,5054,4737,208,Escherichia coli,98.26,0.83,GCA_019219585.1_ASM1921958v1_genomic,A,NA
GCA_015138955,3,GCA_015138955.1,ASM1513895v1,Escherichia coli,NA,THO-006,NA,NA,NA,"Annotation submitted by Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases",5265682,Complete Genome,2020-10-08T00:00:00Z,NA,5052545,5052545,Sequel; NextSeq 500,"Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases",PRJDB9036,SAMD00196004,5005,4894,NA,Escherichia coli,99.18,0.34,GCA_015138955.1_ASM1513895v1_genomic,B2,NA
GCA_015561005,74,GCA_015561005.1,ASM1556100v1,Escherichia coli,NA,BSD2780061689_150309_A4,NA,NA,NA,NA,4892906,Scaffold,2020-11-17T00:00:00Z,NA,144908,165777,Illumina HiSeq,Icahn School of Medicine at Mount Sinai,PRJNA637878,SAMN15532652,NA,NA,NA,Escherichia coli,99.54,0.78,GCA_015561005.1_ASM1556100v1_genomic,D,NA
GCA_016103355,229,GCA_016103355.1,ASM1610335v1,Escherichia coli,NA,RA-3,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5496546,Scaffold,2020-12-16T00:00:00Z,NA,117575,117575,Illumina MiSeq,"Facultad de Ciencias Veterinarias y Pecuarias, Universidad de Chile",PRJNA682583,SAMN17002076,5526,5203,208,Escherichia coli,98.86,0.86,GCA_016103355.1_ASM1610335v1_genomic,B1,NA
GCA_013166975,1,GCA_013166975.1,ASM1316697v1,Escherichia coli BL21,NA,BL21,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4529413,Complete Genome,2020-05-26T00:00:00Z,NA,4529413,4529413,PacBio RSII,New England Biolabs,PRJNA341475,SAMN14933840,4362,4071,175,Escherichia coli,99.4,0.15,GCA_013166975.1_ASM1316697v1_genomic,A,NA
GCA_018884545,3,GCA_018884545.1,ASM1888454v1,Escherichia coli,NA,DS26-1,NA,NA,NA,NA,5294813,Complete Genome,2021-06-15T00:00:00Z,NA,5083123,5083123,PacBio RSII,"University of Maryland, School of Medicine",PRJNA521509,SAMN10904669,NA,NA,NA,Escherichia coli,98.93,0.3,GCA_018884545.1_ASM1888454v1_genomic,C,NA
GCA_018422555,257,GCA_018422555.1,ASM1842255v1,Escherichia coli,NA,Survcare341,NA,NA,NA,NA,5220491,Scaffold,2021-05-20T00:00:00Z,NA,117140,125157,Illumina NextSeq,SurvCARE,PRJNA692829,SAMN17373022,NA,NA,NA,Escherichia coli,98.79,0.7,GCA_018422555.1_ASM1842255v1_genomic,B2,NA
GCA_015571895,3,GCA_015571895.1,ASM1557189v1,Escherichia coli O152:H23,NA,Res13-Lact-ER01-35,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5025679,Complete Genome,2020-11-18T00:00:00Z,NA,4817187,4817187,Oxford Nanopore MinION and Illumina MiSeq,Government of Canada,PRJNA662792,SAMN16304146,4828,4627,78,Escherichia coli,99.5,0.6,GCA_015571895.1_ASM1557189v1_genomic,A,NA
GCA_014217155,6,GCA_014217155.1,ASM1421715v1,Escherichia coli O25b:H4-ST131,NA,2017_APHA,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5144044,Complete Genome,2020-08-17T00:00:00Z,NA,4988271,4988271,Illumina NextSeq,Animal and Plant Health Agency,PRJNA625187,SAMN14594834,4988,4703,175,Escherichia coli,98.81,0.59,GCA_014217155.1_ASM1421715v1_genomic,B2,NA
GCA_014607535,2,GCA_014607535.1,ASM1460753v1,Escherichia coli O145,NA,RM10425-C1,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5432556,Complete Genome,2020-09-16T00:00:00Z,NA,5343037,5343037,PacBio RSII,"USDA, ARS, WRRC",PRJNA483500,SAMN09742415,5453,5018,302,Escherichia coli,98.67,0.31,GCA_014607535.1_ASM1460753v1_genomic,D,NA
GCA_015291845,1,GCA_015291845.1,ASM1529184v1,Escherichia coli str. K-12 substr. MG1655,NA,K-12 substr. MG1655,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4631543,Complete Genome,2020-11-09T00:00:00Z,NA,4631543,4631543,Illumina MiSeq,FAPESP,PRJNA493825,SAMN10144109,4565,4278,164,Escherichia coli,99.15,0.15,GCA_015291845.1_ASM1529184v1_genomic,A,NA
GCA_014216555,1,GCA_014216555.1,ASM1421655v1,Escherichia coli,NA,RH-024-MS,NA,NA,NA,NA,5907241,Chromosome,2020-08-17T00:00:00Z,NA,120590,5907241,Illumina NextSeq,"icddr,b",PRJNA607650,SAMN14342439,NA,NA,NA,Escherichia coli,99.31,0.47,GCA_014216555.1_ASM1421655v1_genomic,A,NA
GCA_013394575,1,GCA_013394575.1,ASM1339457v1,Escherichia coli,NA,K56-43-un,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5140708,Complete Genome,2020-07-08T00:00:00Z,NA,5140708,5140708,Illumina NextSeq; PacBio,UiT-The Arctic University of Norway,PRJNA630076,SAMN14823672,4963,4714,137,Escherichia coli,98.98,0.34,GCA_013394575.1_ASM1339457v1_genomic,B2,NA
GCA_016761015,156,GCA_016761015.1,ASM1676101v1,Escherichia coli,NA,LMLEEc064,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5180445,Scaffold,2021-01-27T00:00:00Z,NA,127572,164422,Illumina NextSeq,"International Centre for Diarrhoeal Disease Research, Bangladesh",PRJNA654992,SAMN15719882,5158,4892,190,Escherichia coli,99.16,0.42,GCA_016761015.1_ASM1676101v1_genomic,C,NA
GCA_019281515,110,GCA_019281515.1,ASM1928151v1,Escherichia coli,NA,PIECS2,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5071746,Scaffold,2021-07-19T00:00:00Z,NA,126289,155839,Illumina HiSeq,University of Maine at Presque Isle,PRJNA732585,SAMN19607878,4950,4674,177,Escherichia coli,98.22,0.78,GCA_019281515.1_ASM1928151v1_genomic,B2,NA
GCA_018862815,99,GCA_018862815.1,ASM1886281v1,Escherichia coli,NA,ZWEC165,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5137028,Scaffold,2021-06-13T00:00:00Z,NA,204063,204063,Illumina NovaSeq,Nanjing Agriculture University,PRJNA735920,SAMN19602612,5132,4851,176,Escherichia coli,98.94,0.43,GCA_018862815.1_ASM1886281v1_genomic,B2,NA
GCA_016760835,115,GCA_016760835.1,ASM1676083v1,Escherichia coli,NA,LMLEEc087,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5197822,Scaffold,2021-01-27T00:00:00Z,NA,120903,158803,Illumina NextSeq,"International Centre for Diarrhoeal Disease Research, Bangladesh",PRJNA654992,SAMN15719890,5100,4841,185,Escherichia coli,98.7,0.64,GCA_016760835.1_ASM1676083v1_genomic,B2,NA
GCA_017901015,1,GCA_017901015.1,ASM1790101v1,Escherichia coli,NA,NC101,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5030087,Complete Genome,2021-04-12T00:00:00Z,NA,5030087,5030087,Illumina NextSeq 550,University of North Carolina at Chapel Hill,PRJNA678715,SAMN16810910,4761,4540,110,Escherichia coli,99.2,0.36,GCA_017901015.1_ASM1790101v1_genomic,B2,NA
GCA_018734065,2,GCA_018734065.1,ASM1873406v1,Escherichia coli,NA,F11,NA,NA,NA,Annotation submitted by University of Queensland,5162531,Complete Genome,2021-06-07T00:00:00Z,NA,5048308,5048308,Illumina NextSeq; PacBio RSII,University of Queensland,PRJNA729869,SAMN19237597,4874,4756,8,Escherichia coli,98.89,0.31,GCA_018734065.1_ASM1873406v1_genomic,B2,NA
GCA_016776305,1,GCA_016776305.1,ASM1677630v1,Escherichia coli,NA,RIVM_C017887,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5227631,Complete Genome,2021-02-01T00:00:00Z,NA,5227631,5227631,Oxford Nanopore MiniION,Dutch CPE surveillance Study Group,PRJNA691727,SAMN17373172,4996,4702,179,Escherichia coli,99.21,0.49,GCA_016776305.1_ASM1677630v1_genomic,B2,NA
GCA_019281435,139,GCA_019281435.1,ASM1928143v1,Escherichia coli,NA,PIECS5,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5252708,Scaffold,2021-07-19T00:00:00Z,NA,174862,174862,Illumina HiSeq,University of Maine at Presque Isle,PRJNA732585,SAMN19607881,5170,4898,179,Escherichia coli,99.04,0.51,GCA_019281435.1_ASM1928143v1_genomic,B2,NA
GCA_014235625,119,GCA_014235625.1,ASM1423562v1,Escherichia coli,NA,WP3-S18-ESBL-09,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5057591,Scaffold,2020-08-18T00:00:00Z,NA,146394,153491,Illumina NextSeq,University of Maine at Presque Isle,PRJNA649713,SAMN15689505,4896,4727,93,Escherichia coli,98.99,0.74,GCA_014235625.1_ASM1423562v1_genomic,D,NA
GCA_014155365,83,GCA_014155365.1,ASM1415536v1,Escherichia coli,NA,Y15-3,NA,NA,NA,NA,4880179,Scaffold,2020-08-11T00:00:00Z,NA,308378,334176,Illumina HiSeq,Inner Mongolia University of Technology,PRJNA629454,SAMN14776747,NA,NA,NA,Escherichia coli,97.34,0.72,GCA_014155365.1_ASM1415536v1_genomic,B1,NA
GCA_019279855,155,GCA_019279855.1,ASM1927985v1,Escherichia coli,NA,B-64,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4996941,Scaffold,2021-07-19T00:00:00Z,NA,181013,181013,Illumina MiSeq,"Facultad de Ciencias Veterinarias y Pecuarias, Universidad de Chile",PRJNA656305,SAMN16989364,4959,4710,146,Escherichia coli,98.96,0.78,GCA_019279855.1_ASM1927985v1_genomic,G,NA
GCA_018986775,4,GCA_018986775.1,ASM1898677v1,Escherichia coli O85:H1,NA,634853,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5163097,Chromosome,2021-06-22T00:00:00Z,NA,4932427,4932527,Illumina MiSeq/NextSeq and Oxford Nanopore MinION,Health Canada,PRJNA735700,SAMN19011648,5020,4790,117,Escherichia coli,99.13,0.59,GCA_018986775.1_ASM1898677v1_genomic,B2,NA
GCA_016103345,232,GCA_016103345.1,ASM1610334v1,Escherichia coli,NA,RA-2,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5492659,Scaffold,2020-12-16T00:00:00Z,NA,103191,103191,Illumina MiSeq,"Facultad de Ciencias Veterinarias y Pecuarias, Universidad de Chile",PRJNA682583,SAMN17002075,5531,5197,213,Escherichia coli,98.7,0.93,GCA_016103345.1_ASM1610334v1_genomic,B1,NA
GCA_019282565,70,GCA_019282565.1,ASM1928256v1,Escherichia coli,NA,BECS7,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5082726,Scaffold,2021-07-19T00:00:00Z,NA,225911,225911,Illumina HiSeq,University of Maine at Presque Isle,PRJNA732585,SAMN19607825,4955,4726,147,Escherichia coli,98.93,0.91,GCA_019282565.1_ASM1928256v1_genomic,B2,NA
GCA_018439435,148,GCA_018439435.1,ASM1843943v1,Escherichia coli,NA,NRZ-35373,NA,NA,NA,NA,5124603,Scaffold,2021-05-21T00:00:00Z,NA,189329,189329,Illumina NextSeq,SurvCARE,PRJNA692829,SAMN17371820,NA,NA,NA,Escherichia coli,98.97,0.67,GCA_018439435.1_ASM1843943v1_genomic,F,NA
GCA_013343635,4,GCA_013343635.1,ASM1334363v1,Escherichia coli O157:H7,NA,MB9-1,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5655656,Complete Genome,2020-06-15T00:00:00Z,NA,5518535,5518535,PacBio RSII,United State Department of Agriculture,PRJNA528413,SAMN05360217,5816,5400,282,Escherichia coli,99.4,0.15,GCA_013343635.1_ASM1334363v1_genomic,E,NA
GCA_018141245,5,GCA_018141245.1,ASM1814124v1,Escherichia coli,NA,CT29,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4836172,Complete Genome,2021-04-27T00:00:00Z,NA,4631653,4631653,Illumina HiSeq,Nanjing Agricultural University,PRJNA488670,SAMN09939625,5086,4607,354,Escherichia coli,97.01,0.66,GCA_018141245.1_ASM1814124v1_genomic,A,NA
GCA_016944775,7,GCA_016944775.1,ASM1694477v1,Escherichia coli,NA,EH01-18-02,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4937486,Complete Genome,2021-02-25T00:00:00Z,NA,4805989,4805989,Illumina NovaSeq; Oxford Nanopore MiniION,University of Bern,PRJNA670073,SAMN16387489,4746,4461,164,Escherichia coli,99.52,0.26,GCA_016944775.1_ASM1694477v1_genomic,B1,NA
GCA_017164395,83,GCA_017164395.1,ASM1716439v1,Escherichia coli,NA,54EC,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5161266,Scaffold,2021-03-04T00:00:00Z,NA,310472,310472,Illumina NovaSeq,Temasek Life Sciences Laboratory Limited,PRJNA599529,SAMN17807580,5082,4843,140,Escherichia coli,98.16,0.21,GCA_017164395.1_ASM1716439v1_genomic,D,NA
GCA_015571775,6,GCA_015571775.1,ASM1557177v1,Escherichia coli,NA,Res13-Lact-PEA06-10,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5115450,Complete Genome,2020-11-18T00:00:00Z,NA,4743474,4743474,Oxford Nanopore MinION and Illumina MiSeq,Government of Canada,PRJNA662792,SAMN16304175,4979,4576,281,Escherichia coli,98.5,0.29,GCA_015571775.1_ASM1557177v1_genomic,A,NA
GCA_016659085,1,GCA_016659085.1,ASM1665908v1,Escherichia coli,NA,CV601,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4657252,Complete Genome,2021-01-18T00:00:00Z,NA,4657252,4657252,Illumina MiSeq; Oxford Nanopore MinION,TUFGEN,PRJNA68161,SAMN17265879,4505,4197,186,Escherichia coli,98.34,0.15,GCA_016659085.1_ASM1665908v1_genomic,A,NA
GCA_018279125,9,GCA_018279125.1,ASM1827912v1,Escherichia coli,NA,45431,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5185965,Complete Genome,2021-05-05T00:00:00Z,NA,4710580,4710580,Illumina HiSeq,Northwest A&F University,PRJNA595647,SAMN13563036,5134,4759,246,Escherichia coli,98.77,0.84,GCA_018279125.1_ASM1827912v1_genomic,A,NA
GCA_014529195,132,GCA_014529195.1,ASM1452919v1,Escherichia coli,NA,NX-C123,NA,NA,NA,NA,4817662,Scaffold,2020-09-11T00:00:00Z,NA,141282,141282,Illumina HiSeq,China Agricultural University,PRJNA625924,SAMN14611366,NA,NA,NA,Escherichia coli,95.55,0.37,GCA_014529195.1_ASM1452919v1_genomic,A,NA
GCA_014622965,2,GCA_014622965.1,ASM1462296v1,Escherichia coli O145,NA,RM12275-C1,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5497342,Complete Genome,2020-09-16T00:00:00Z,NA,5408598,5408598,PacBio RSII,"USDA, ARS, WRRC",PRJNA483500,SAMN09742416,5561,5026,409,Escherichia coli,97.03,0.35,GCA_014622965.1_ASM1462296v1_genomic,D,NA
GCA_016889325,2,GCA_016889325.1,ASM1688932v1,Escherichia coli,NA,FDAARGOS_1258,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5231008,Complete Genome,2021-02-15T00:00:00Z,NA,5112099,5112099,Pacbio; Illumina,US Food and Drug Administration,PRJNA231221,SAMN16357400,5010,4725,170,Escherichia coli,98.85,0.33,GCA_016889325.1_ASM1688932v1_genomic,B2,NA
GCA_013187505,89,GCA_013187505.1,ASM1318750v1,Escherichia coli,NA,L23,NA,NA,NA,NA,4995238,Scaffold,2020-05-29T00:00:00Z,NA,152677,246353,Illumina,Auburn University,PRJNA631965,SAMN14898732,NA,NA,NA,Escherichia coli,99.52,0.43,GCA_013187505.1_ASM1318750v1_genomic,D,NA
GCA_013167435,4,GCA_013167435.1,ASM1316743v1,Escherichia coli O157:H7,NA,NE 1169-1,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5757794,Complete Genome,2020-05-26T00:00:00Z,NA,5513088,5513088,PacBio RSII,United State Department of Agriculture,PRJNA528413,SAMN05360232,5902,5506,265,Escherichia coli,99.15,0.8,GCA_013167435.1_ASM1316743v1_genomic,E,NA
GCA_016779865,1,GCA_016779865.1,ASM1677986v1,Escherichia coli,NA,RIVM_C018699,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5294629,Complete Genome,2021-02-01T00:00:00Z,NA,5294629,5294629,Oxford Nanopore MiniION,Dutch CPE surveillance Study Group,PRJNA691727,SAMN17373184,5122,4860,139,Escherichia coli,99.15,0.6,GCA_016779865.1_ASM1677986v1_genomic,D,NA
GCA_017164935,2,GCA_017164935.1,ASM1716493v1,Escherichia coli O157:H7,NA,Z1816,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5651163,Complete Genome,2021-03-04T00:00:00Z,NA,5558429,5558429,PacBio RSII,United State Department of Agriculture,PRJNA666790,SAMN16327607,5622,5241,244,Escherichia coli,99.24,0.15,GCA_017164935.1_ASM1716493v1_genomic,E,NA
GCA_016776385,1,GCA_016776385.1,ASM1677638v1,Escherichia coli,NA,RIVM_C018220,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5343645,Complete Genome,2021-02-01T00:00:00Z,NA,5343645,5343645,Oxford Nanopore MiniION,Dutch CPE surveillance Study Group,PRJNA691727,SAMN17373176,5183,4896,166,Escherichia coli,99.13,0.92,GCA_016776385.1_ASM1677638v1_genomic,D,NA
GCA_014216435,1,GCA_014216435.1,ASM1421643v1,Escherichia coli,NA,RH-004-WU,NA,NA,NA,NA,5656457,Chromosome,2020-08-17T00:00:00Z,NA,126681,5656457,Illumina NextSeq,"icddr,b",PRJNA607650,SAMN14342437,NA,NA,NA,Escherichia coli,99.26,0.3,GCA_014216435.1_ASM1421643v1_genomic,A,NA
GCA_016837755,174,GCA_016837755.1,ASM1683775v1,Escherichia coli,NA,8551F,NA,NA,NA,NA,4889511,Scaffold,2021-02-08T00:00:00Z,NA,135330,135423,Illumina NextSeq,Debreceni Egyetem,PRJNA693168,SAMN17386891,NA,NA,NA,Escherichia coli,99.46,0.34,GCA_016837755.1_ASM1683775v1_genomic,B1,NA
