assembly_id_simp,Contig_number,assembly_id,organism_name,organism_name_breed,strain,cultivar,ecotype,isolate,annotation_name,seq_length,assembly_level,release_date,wgs_project,contig_n50,scaffold_n50,sequencing_tech,submitter,bioproject,biosample,genes,protein_coding_genes,pseudogenes,checkM_marker_set,checkM_completeness,checkM_contamination
GCA_016889105,6,GCA_016889105.1,Escherichia coli,NA,FDAARGOS_1254,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4892135,Complete Genome,2021-02-15T00:00:00Z,NA,4666387,4666387,Pacbio; Illumina,US Food and Drug Administration,PRJNA231221,SAMN16357396,4730,4515,101,Escherichia coli,98.91,0.26
GCA_016944715,8,GCA_016944715.1,Escherichia coli,NA,EH09-18-41,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5116006,Complete Genome,2021-02-25T00:00:00Z,NA,4821224,4821224,Illumina NovaSeq; Oxford Nanopore MiniION,University of Bern,PRJNA670073,SAMN16387495,4979,4685,170,Escherichia coli,99.31,0.75
GCA_013166855,2,GCA_013166855.1,Escherichia coli,NA,NEBExpress_Iq,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4483866,Complete Genome,2020-05-26T00:00:00Z,NA,4476260,4476260,PacBio RSII,New England Biolabs,PRJNA341475,SAMN14933846,4328,4034,178,Escherichia coli,99.34,0.15
GCA_016132505,5,GCA_016132505.1,Escherichia coli,NA,ZLWT,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5209988,Complete Genome,2020-12-21T00:00:00Z,NA,5132223,5132223,PacBio RSII,Chinese Academy of Agricultural Sciences,PRJNA661981,SAMN16072565,5002,4724,162,Escherichia coli,99.06,0.53
GCA_018862895,72,GCA_018862895.1,Escherichia coli,NA,ZWEC349,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5092446,Scaffold,2021-06-13T00:00:00Z,NA,176282,176282,Illumina NovaSeq,Nanjing Agriculture University,PRJNA735920,SAMN19602640,5010,4681,222,Escherichia coli,99.16,0.45
GCA_019269155,1,GCA_019269155.1,Escherichia coli,NA,Colony514,NA,NA,NA,NA,4733683,Chromosome,2021-07-19T00:00:00Z,NA,148216,4733683,Illumina HiSeq,Ministry of Public Health-Thailand,PRJNA668870,SAMN17771358,NA,NA,NA,Escherichia coli,97.16,0.18
GCA_015571675,2,GCA_015571675.1,Escherichia coli O9:H10,NA,Res13-Lact-PEB21-38-A,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4736888,Complete Genome,2020-11-18T00:00:00Z,NA,4629466,4629466,Oxford Nanopore MinION and Illumina MiSeq,Government of Canada,PRJNA662792,SAMN16304212,4612,4192,286,Escherichia coli,96.44,0.84
GCA_014527825,139,GCA_014527825.1,Escherichia coli,NA,NX-P182,NA,NA,NA,NA,4819912,Scaffold,2020-09-11T00:00:00Z,NA,141256,141256,Illumina HiSeq,China Agricultural University,PRJNA625924,SAMN14611435,NA,NA,NA,Escherichia coli,95.47,0.37
GCA_016775845,1,GCA_016775845.1,Escherichia coli,NA,RIVM_C018567,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5215672,Complete Genome,2021-02-01T00:00:00Z,NA,5215672,5215672,Oxford Nanopore MiniION,Dutch CPE surveillance Study Group,PRJNA691727,SAMN17373181,5037,4790,124,Escherichia coli,99.15,0.23
GCA_019282615,64,GCA_019282615.1,Escherichia coli,NA,BECS6,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4840683,Scaffold,2021-07-19T00:00:00Z,NA,393915,400644,Illumina HiSeq,University of Maine at Presque Isle,PRJNA732585,SAMN19607824,4744,4541,102,Escherichia coli,99.17,0.25
GCA_014169695,7,GCA_014169695.1,Escherichia coli,NA,WP8-S18-CRE-02,NA,NA,NA,"Annotation submitted by Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases",5016101,Complete Genome,2020-07-21T00:00:00Z,NA,4693292,4693292,Sequel; NextSeq 500,"Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases",PRJDB6962,SAMD00194621,4917,4808,NA,Escherichia coli,98.01,0.39
GCA_016775905,1,GCA_016775905.1,Escherichia coli,NA,RIVM_C030443,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5104263,Complete Genome,2021-02-01T00:00:00Z,NA,5104263,5104263,Oxford Nanopore MiniION,Dutch CPE surveillance Study Group,PRJNA691727,SAMN17373204,4900,4655,121,Escherichia coli,98.97,0.24
GCA_017357765,2,GCA_017357765.1,Escherichia coli,NA,RM14516,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5065521,Complete Genome,2021-03-16T00:00:00Z,NA,4957901,4957901,PacBio RSII,"USDA, ARS, WRRC",PRJNA557687,SAMN12419043,4900,4649,130,Escherichia coli,98.86,0.61
GCA_015159955,303,GCA_015159955.1,Escherichia coli,NA,EC_1492,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5321395,Scaffold,2020-10-31T00:00:00Z,NA,102356,103983,Illumina NextSeq,U. S. Food and Drug Administraion/NCTR,PRJNA545531,SAMN16454186,5429,5159,206,Escherichia coli,99.04,0.67
GCA_018972245,4,GCA_018972245.1,Escherichia coli,NA,S10EC,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5190273,Complete Genome,2021-06-21T00:00:00Z,NA,5052030,5052030,Oxford Nanopore MiniION,University of Queensland,PRJNA737575,SAMN19700013,5063,4768,182,Escherichia coli,98.7,0.75
GCA_014217135,6,GCA_014217135.1,Escherichia coli O25b:H4-ST131,NA,2019_APHA,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5190371,Complete Genome,2020-08-17T00:00:00Z,NA,5065981,5065981,Illumina NextSeq,Animal and Plant Health Agency,PRJNA625187,SAMN14594835,5032,4728,192,Escherichia coli,99.02,0.59
GCA_013424605,73,GCA_013424605.1,Escherichia coli,NA,PE01_631,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4923880,Scaffold,2020-07-19T00:00:00Z,NA,190664,190664,Illumina MiSeq,Universidad Peruana Cayetano Heredia,PRJNA633873,SAMN15515983,4826,4569,149,Escherichia coli,98.63,0.97
GCA_013185675,110,GCA_013185675.1,Escherichia coli,NA,104,NA,NA,NA,NA,5136545,Scaffold,2020-05-28T00:00:00Z,NA,154366,167642,Illumina MiSeq,Wageningen University & Research,PRJNA624229,SAMN14572059,NA,NA,NA,Escherichia coli,99.48,0.2
GCA_016629485,5,GCA_016629485.1,Escherichia coli,NA,TA8571,NA,NA,NA,"Annotation submitted by Department of microbiology, Tokyo Metropolitan Institute of Public Health",4818647,Complete Genome,2020-12-15T00:00:00Z,NA,4751019,4751019,Illumina MiSeq; Oxford Nanopore MinION,"Department of microbiology, Tokyo Metropolitan Institute of Public Health",PRJDB10853,SAMD00260480,4549,4549,NA,Escherichia coli,98.49,0.5
GCA_016811875,1,GCA_016811875.1,Escherichia coli BW25113,NA,BW25113 substr. CHXR2G20,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4631469,Complete Genome,2021-02-07T00:00:00Z,NA,4631469,4631469,Illumina,University of Manitoba,PRJNA646979,SAMN17570629,4460,4188,151,Escherichia coli,99.08,0.15
GCA_014857705,139,GCA_014857705.1,Escherichia coli,NA,ARS-CC11350,NA,NA,NA,NA,4749076,Scaffold,2020-10-06T00:00:00Z,NA,91799,128701,Illumina NextSeq,USDA,PRJNA664052,SAMN16193143,NA,NA,NA,Escherichia coli,99.47,0.35
GCA_015330035,160,GCA_015330035.1,Escherichia coli,NA,J27,NA,NA,NA,NA,4854440,Scaffold,2020-11-10T00:00:00Z,NA,110197,110197,IonTorrent,The Maharaja Sayajirao University of Baroda,PRJNA668263,SAMN16402106,NA,NA,NA,Escherichia coli,95.45,0.47
GCA_018862715,76,GCA_018862715.1,Escherichia coli,NA,ZWEC162,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4944890,Scaffold,2021-06-13T00:00:00Z,NA,210259,210259,Illumina NovaSeq,Nanjing Agriculture University,PRJNA735920,SAMN19602610,4831,4624,106,Escherichia coli,99.41,0.61
GCA_019281595,125,GCA_019281595.1,Escherichia coli,NA,PIECS1,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5155668,Scaffold,2021-07-19T00:00:00Z,NA,179764,186738,Illumina HiSeq,University of Maine at Presque Isle,PRJNA732585,SAMN19607877,5061,4803,169,Escherichia coli,99.13,0.33
GCA_015773155,75,GCA_015773155.1,Escherichia coli,NA,ZWW-1,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4921223,Scaffold,2020-12-06T00:00:00Z,NA,158786,169333,lllumina MiSeq,Yunnan Agricultural University,PRJNA681700,SAMN16965406,4796,4545,145,Escherichia coli,98.8,0.37
GCA_016761375,98,GCA_016761375.1,Escherichia coli,NA,LMLEEc018,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4888814,Scaffold,2021-01-27T00:00:00Z,NA,156938,161006,Illumina NextSeq,"International Centre for Diarrhoeal Disease Research, Bangladesh",PRJNA654992,SAMN15719863,4748,4484,181,Escherichia coli,98.72,0.36
GCA_019269295,1,GCA_019269295.1,Escherichia coli,NA,Colony485,NA,NA,NA,NA,4733683,Chromosome,2021-07-19T00:00:00Z,NA,16183,4733683,Illumina HiSeq,Ministry of Public Health-Thailand,PRJNA668870,SAMN17771347,NA,NA,NA,Escherichia coli,98.12,0.3
GCA_014904175,3,GCA_014904175.2,Escherichia coli,NA,NT1N28,NA,NA,NA,NA,4914062,Complete Genome,2021-05-28T00:00:00Z,NA,4656921,4656921,Nanopore; Illumina,Yangzhou University,PRJNA663118,SAMN16120648,NA,NA,NA,Escherichia coli,98.36,0.7
GCA_015571715,4,GCA_015571715.1,Escherichia coli O20:H12,NA,Res13-Lact-PEB17-18,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5190756,Complete Genome,2020-11-18T00:00:00Z,NA,4991615,4991615,Oxford Nanopore MinION and Illumina MiSeq,Government of Canada,PRJNA662792,SAMN16304208,5042,4774,148,Escherichia coli,99.08,0.24
GCA_016761255,113,GCA_016761255.1,Escherichia coli,NA,LMLEEc034,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5261112,Scaffold,2021-01-27T00:00:00Z,NA,170050,181042,Illumina NextSeq,"International Centre for Diarrhoeal Disease Research, Bangladesh",PRJNA654992,SAMN15719870,5137,4907,156,Escherichia coli,98.94,0.59
GCA_014825845,2,GCA_014825845.1,Escherichia coli,NA,20R2R,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5603401,Complete Genome,2020-09-30T00:00:00Z,NA,5498557,5498557,PacBio RSII,USDA/ARS/Eastern Regional Research Center,PRJNA294158,SAMN16202109,5543,5171,238,Escherichia coli,99.37,0.15
GCA_016446335,6,GCA_016446335.1,Escherichia coli,NA,QEC11-421,NA,NA,NA,"Annotation submitted by Sir Run Run Shaw Hospital, Zhejiang University School of Medicine",5084514,Complete Genome,2020-12-30T00:00:00Z,NA,4622863,4622863,Illumina HiSeq; Oxford Nanopore MiniION,"Sir Run Run Shaw Hospital, Zhejiang University School of Medicine",PRJNA604918,SAMN14049568,4964,4849,NA,Escherichia coli,98.75,0.32
GCA_017357565,2,GCA_017357565.1,Escherichia coli,NA,RM9513,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4708750,Complete Genome,2021-03-16T00:00:00Z,NA,4614872,4614872,PacBio RSII,"USDA, ARS, WRRC",PRJNA557687,SAMN12418785,4531,4269,145,Escherichia coli,98.45,0.2
GCA_016903535,1,GCA_016903535.1,Escherichia coli,NA,FDAARGOS_1373,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4825083,Complete Genome,2021-02-17T00:00:00Z,NA,4825083,4825083,Pacbio; Illumina,US Food and Drug Administration,PRJNA231221,SAMN16357515,4577,4364,100,Escherichia coli,98.63,0.39
GCA_014529085,138,GCA_014529085.1,Escherichia coli,NA,NX-P181,NA,NA,NA,NA,4780780,Scaffold,2020-09-11T00:00:00Z,NA,142816,142816,Illumina HiSeq,China Agricultural University,PRJNA625924,SAMN14611371,NA,NA,NA,Escherichia coli,95.53,0.37
GCA_019281945,122,GCA_019281945.1,Escherichia coli,NA,HECS9,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5363395,Scaffold,2021-07-19T00:00:00Z,NA,230516,230516,Illumina HiSeq,University of Maine at Presque Isle,PRJNA732585,SAMN19607859,5255,4982,179,Escherichia coli,99.21,0.5
GCA_019269135,1,GCA_019269135.1,Escherichia coli,NA,Colony165,NA,NA,NA,NA,4733683,Chromosome,2021-07-19T00:00:00Z,NA,22811,4733683,Illumina HiSeq,Ministry of Public Health-Thailand,PRJNA668870,SAMN17771359,NA,NA,NA,Escherichia coli,98.5,0.22
GCA_016776105,1,GCA_016776105.1,Escherichia coli,NA,RIVM_C029042,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5188564,Complete Genome,2021-02-01T00:00:00Z,NA,5188564,5188564,Oxford Nanopore MiniION,Dutch CPE surveillance Study Group,PRJNA691727,SAMN17373195,4998,4736,141,Escherichia coli,99.48,0.6
GCA_019265465,1,GCA_019265465.1,Escherichia coli,NA,Colony159,NA,NA,NA,NA,4733683,Chromosome,2021-07-18T00:00:00Z,NA,101367,4733683,Illumina HiSeq,Ministry of Public Health-Thailand,PRJNA668870,SAMN17910921,NA,NA,NA,Escherichia coli,98.32,0.15
GCA_018446735,155,GCA_018446735.1,Escherichia coli,NA,Survcare253,NA,NA,NA,NA,4969231,Scaffold,2021-05-21T00:00:00Z,NA,117002,117002,Illumina NextSeq,SurvCARE,PRJNA692829,SAMN17372144,NA,NA,NA,Escherichia coli,99.31,0.49
GCA_014528775,159,GCA_014528775.1,Escherichia coli,NA,SAX-P67,NA,NA,NA,NA,4869926,Scaffold,2020-09-11T00:00:00Z,NA,116426,116426,Illumina HiSeq,China Agricultural University,PRJNA625924,SAMN14611390,NA,NA,NA,Escherichia coli,95.07,0.45
GCA_017165135,3,GCA_017165135.1,Escherichia coli O157:H7,NA,Z1766,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5612573,Complete Genome,2021-03-04T00:00:00Z,NA,5514038,5514038,PacBio RSII,United State Department of Agriculture,PRJNA666790,SAMN16327598,5569,5199,234,Escherichia coli,99.24,0.15
GCA_016889045,3,GCA_016889045.1,Escherichia coli,NA,FDAARGOS_1255,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5063498,Complete Genome,2021-02-15T00:00:00Z,NA,4947102,4947102,Pacbio; Illumina,US Food and Drug Administration,PRJNA231221,SAMN16357397,4840,4574,150,Escherichia coli,98.9,0.18
GCA_016890005,11,GCA_016890005.1,Escherichia coli,NA,FDAARGOS_1250,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5058561,Complete Genome,2021-02-15T00:00:00Z,NA,4805734,4805734,Pacbio; Illumina,US Food and Drug Administration,PRJNA231221,SAMN16357392,4968,4626,223,Escherichia coli,99.41,0.65
GCA_014863705,1,GCA_014863705.1,Escherichia coli,NA,AML003_ev03,NA,NA,NA,NA,4632676,Complete Genome,2020-10-08T00:00:00Z,NA,4632676,4632676,Illumina NextSeq,Boston University,PRJNA666010,SAMN16090670,NA,NA,NA,Escherichia coli,99.08,0.15
GCA_016942535,4,GCA_016942535.1,Escherichia coli,NA,BS15R-A,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5012816,Complete Genome,2021-02-25T00:00:00Z,NA,4835995,4835995,Illumina NovaSeq; Oxford Nanopore MiniION,University of Bern,PRJNA670071,SAMN16387357,4906,4614,167,Escherichia coli,99.12,0.23
GCA_017164795,3,GCA_017164795.1,Escherichia coli O157:H7,NA,Z1834,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5633962,Complete Genome,2021-03-04T00:00:00Z,NA,5483624,5483624,PacBio RSII,United State Department of Agriculture,PRJNA666790,SAMN16327614,5567,5210,226,Escherichia coli,99.5,0.15
GCA_013424725,95,GCA_013424725.1,Escherichia coli,NA,PE01_383,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4724686,Scaffold,2020-07-19T00:00:00Z,NA,188448,188448,Illumina MiSeq,Universidad Peruana Cayetano Heredia,PRJNA633873,SAMN15515969,4607,4424,67,Escherichia coli,95.73,0.23
GCA_016904615,7,GCA_016904615.1,Escherichia coli,NA,FDAARGOS_1283,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5214956,Complete Genome,2021-02-17T00:00:00Z,NA,5081525,5081525,Pacbio; Illumina,US Food and Drug Administration,PRJNA231221,SAMN16357425,5072,4789,159,Escherichia coli,98.76,0.83
GCA_019282175,140,GCA_019282175.1,Escherichia coli,NA,HECR15,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5141666,Scaffold,2021-07-19T00:00:00Z,NA,186628,191738,Illumina HiSeq,University of Maine at Presque Isle,PRJNA732585,SAMN19607845,5093,4822,171,Escherichia coli,99,0.65
GCA_016904115,9,GCA_016904115.1,Escherichia coli,NA,FDAARGOS_1290,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5206932,Complete Genome,2021-02-17T00:00:00Z,NA,5122397,5122397,Pacbio; Illumina,US Food and Drug Administration,PRJNA231221,SAMN16357432,5004,4786,97,Escherichia coli,98.99,0.76
GCA_013167015,1,GCA_013167015.1,Escherichia coli BL21(DE3),NA,BL21(DE3),NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4560251,Complete Genome,2020-05-26T00:00:00Z,NA,4560251,4560251,PacBio RSII,New England Biolabs,PRJNA341475,SAMN14933839,4400,4110,174,Escherichia coli,99.4,0.15
GCA_014168975,2,GCA_014168975.1,Escherichia coli,NA,WP3-S18-ESBL-09,NA,NA,NA,"Annotation submitted by Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases",4857638,Complete Genome,2020-07-21T00:00:00Z,NA,4769110,4769110,Sequel; NextSeq 500,"Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases",PRJDB6962,SAMD00194428,4596,4488,NA,Escherichia coli,99.07,0.67
GCA_013167455,5,GCA_013167455.1,Escherichia coli O157:H7,NA,NE 1092-2,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5802177,Complete Genome,2020-05-26T00:00:00Z,NA,5607499,5607499,PacBio RSII,United State Department of Agriculture,PRJNA528413,SAMN05360231,6003,5587,281,Escherichia coli,99.43,0.37
GCA_014623245,2,GCA_014623245.1,Escherichia coli O145,NA,RM9467-C1,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5475413,Complete Genome,2020-09-16T00:00:00Z,NA,5385895,5385895,PacBio RSII,"USDA, ARS, WRRC",PRJNA483500,SAMN09742412,5497,5055,309,Escherichia coli,98.66,0.25
GCA_016904655,2,GCA_016904655.1,Escherichia coli,NA,FDAARGOS_1284,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5067769,Complete Genome,2021-02-17T00:00:00Z,NA,4949188,4949188,Pacbio; Illumina,US Food and Drug Administration,PRJNA231221,SAMN16357426,4855,4573,168,Escherichia coli,98.27,0.45
GCA_016903375,8,GCA_016903375.1,Escherichia coli,NA,FDAARGOS_1286,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5168953,Complete Genome,2021-02-17T00:00:00Z,NA,5002346,5002346,Pacbio; Illumina,US Food and Drug Administration,PRJNA231221,SAMN16357428,5007,4737,144,Escherichia coli,99.35,0.82
GCA_016942635,3,GCA_016942635.1,Escherichia coli,NA,EM10-18-28,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5087318,Complete Genome,2021-02-25T00:00:00Z,NA,4926180,4926180,Illumina NovaSeq; Oxford Nanopore MiniION,University of Bern,PRJNA670073,SAMN16387507,4889,4626,147,Escherichia coli,98.1,0.39
GCA_019269355,1,GCA_019269355.1,Escherichia coli,NA,Colony317,NA,NA,NA,NA,4733682,Chromosome,2021-07-19T00:00:00Z,NA,27500,4733682,Illumina HiSeq,Ministry of Public Health-Thailand,PRJNA668870,SAMN17771340,NA,NA,NA,Escherichia coli,98.17,0.23
GCA_018446275,89,GCA_018446275.1,Escherichia coli,NA,Survcare337,NA,NA,NA,NA,4850557,Scaffold,2021-05-21T00:00:00Z,NA,197340,231615,Illumina NextSeq,SurvCARE,PRJNA692829,SAMN17373018,NA,NA,NA,Escherichia coli,95.64,0.51
GCA_016944695,4,GCA_016944695.1,Escherichia coli,NA,EH10-18-47,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4739365,Complete Genome,2021-02-25T00:00:00Z,NA,4630184,4630184,Illumina NovaSeq; Oxford Nanopore MiniION,University of Bern,PRJNA670073,SAMN16387496,4589,4248,226,Escherichia coli,98.42,0.15
GCA_013376515,1,GCA_013376515.1,Escherichia coli,NA,17MR471,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4765524,Complete Genome,2020-06-29T00:00:00Z,NA,4765524,4765524,PacBio RSII,Sun-yat Sen University,PRJNA622869,SAMN14548319,4531,4273,142,Escherichia coli,99.05,0.51
GCA_018884325,4,GCA_018884325.1,Escherichia coli,NA,WS4437A-1,NA,NA,NA,NA,5032644,Complete Genome,2021-06-15T00:00:00Z,NA,4838494,4838494,PacBio RSII,"University of Maryland, School of Medicine",PRJNA521509,SAMN10904678,NA,NA,NA,Escherichia coli,99.02,0.32
GCA_015139155,4,GCA_015139155.1,Escherichia coli,NA,THO-008,NA,NA,NA,"Annotation submitted by Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases",5231583,Complete Genome,2020-10-08T00:00:00Z,NA,5071981,5071981,Sequel; NextSeq 500,"Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases",PRJDB9036,SAMD00196006,4924,4811,NA,Escherichia coli,99.15,0.82
GCA_014216935,1,GCA_014216935.1,Escherichia coli,NA,RM-065-WU,NA,NA,NA,NA,6328852,Chromosome,2020-08-17T00:00:00Z,NA,125797,6328852,Illumina NextSeq,"icddr,b",PRJNA607650,SAMN14342452,NA,NA,NA,Escherichia coli,99.48,0.63
GCA_019282635,116,GCA_019282635.1,Escherichia coli,NA,BECS5,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5055899,Scaffold,2021-07-19T00:00:00Z,NA,170662,178938,Illumina HiSeq,University of Maine at Presque Isle,PRJNA732585,SAMN19607823,4863,4647,129,Escherichia coli,99.48,0.84
GCA_019282405,131,GCA_019282405.1,Escherichia coli,NA,HECR5,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5179856,Scaffold,2021-07-19T00:00:00Z,NA,174069,174069,Illumina HiSeq,University of Maine at Presque Isle,PRJNA732585,SAMN19607835,5147,4867,177,Escherichia coli,98.92,0.68
GCA_019104345,133,GCA_019104345.1,Escherichia coli,NA,KCJ2K2487,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4746216,Scaffold,2021-07-04T00:00:00Z,NA,177413,211380,Illumina MiSeq,University of Florida,PRJNA735218,SAMN19919514,4676,4407,151,Escherichia coli,98.87,0.39
GCA_013372365,3,GCA_013372365.1,Escherichia coli,NA,EcPF15,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4938634,Complete Genome,2020-06-24T00:00:00Z,NA,4796742,4796742,"Illumina NextSeq, ONT MinION",University of Texas at Dallas,PRJNA636382,SAMN15075995,4655,4456,80,Escherichia coli,99.52,0.58
GCA_013167815,4,GCA_013167815.1,Escherichia coli O157:H7,NA,F1273,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5723703,Complete Genome,2020-05-26T00:00:00Z,NA,5523389,5523389,PacBio RSII,United State Department of Agriculture,PRJNA528413,SAMN11229487,5919,5503,277,Escherichia coli,99.38,0.18
GCA_014219525,129,GCA_014219525.1,Escherichia coli,NA,EC3,NA,NA,NA,NA,4716080,Scaffold,2020-08-17T00:00:00Z,NA,97162,130346,Illumina,The Hong Kong Polytechnic University,PRJNA595705,SAMN15746395,NA,NA,NA,Escherichia coli,99.1,0.19
GCA_018862335,103,GCA_018862335.1,Escherichia coli,NA,ZWEC382,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5134168,Scaffold,2021-06-13T00:00:00Z,NA,161292,161292,Illumina NovaSeq,Nanjing Agriculture University,PRJNA735920,SAMN19602645,5076,4819,154,Escherichia coli,99.23,0.37
GCA_015560835,54,GCA_015560835.1,Escherichia coli,NA,1001270B_150601_F11,NA,NA,NA,NA,4744107,Scaffold,2020-11-17T00:00:00Z,NA,192577,192577,Illumina HiSeq,Icahn School of Medicine at Mount Sinai,PRJNA637878,SAMN15533172,NA,NA,NA,Escherichia coli,95.43,0.25
GCA_018422805,144,GCA_018422805.1,Escherichia coli,NA,Survcare327,NA,NA,NA,NA,5122034,Scaffold,2021-05-20T00:00:00Z,NA,152248,160582,Illumina NextSeq,SurvCARE,PRJNA692829,SAMN17373009,NA,NA,NA,Escherichia coli,99.02,0.57
